source_name,mapping_strategy,evidence_filter,term_scope,comparison_scope,candidate_GO_terms,comparison_genes,label_columns,exact_matches,agreement_at_least_99_percent,agreement_at_least_95_percent,median_best_agreement,mean_best_agreement,minimum_mismatch_genes,mean_mismatch_genes
GOA human GAF v159 direct BP annotations,gp2protein_all_graphsage_links,all_non_NOT,msigdb_v52_c5bp_terms,all_resolved_genes,3378,4268,121,0,0,0,0.8095126522961574,0.7565701317511832,319,1038.9586776859503
GOA human GAF v159 direct BP annotations,gp2protein_then_primary_symbol_fallback,all_non_NOT,msigdb_v52_c5bp_terms,all_resolved_genes,3379,4268,121,0,0,0,0.8095126522961574,0.7565662589944775,319,1038.9752066115702
GOA human GAF v159 direct BP annotations,gp2protein_then_all_names_fallback,all_non_NOT,msigdb_v52_c5bp_terms,all_resolved_genes,3386,4268,121,0,0,0,0.8095126522961574,0.7565449588325962,321,1039.0661157024792
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,all_non_NOT,msigdb_v52_c5bp_terms,all_resolved_genes,3377,4268,121,0,0,0,0.8095126522961574,0.7565139767789508,319,1039.198347107438
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,all_non_NOT,msigdb_v52_c5bp_terms,all_resolved_genes,3376,4268,121,0,0,0,0.8095126522961574,0.7562680567281402,319,1040.2479338842975
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,experimental_plus_TAS_NAS_IC,all_bp,mapping_covered_genes_only,5741,4215,121,0,0,0,0.8094899169632266,0.7550856347362332,281,1032.314049586777
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,experimental_plus_TAS_NAS_IC,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2581,4215,121,0,0,0,0.8094899169632266,0.7545954530749096,306,1034.3801652892562
GOA human GAF v159 direct BP annotations,gp2protein_then_primary_symbol_fallback,all_non_NOT,all_bp,mapping_covered_genes_only,8948,4267,121,0,0,0,0.8094680103116945,0.7571425527835184,293,1036.2727272727273
GOA human GAF v159 direct BP annotations,gp2protein_then_all_names_fallback,all_non_NOT,all_bp,mapping_covered_genes_only,8984,4267,121,0,0,0,0.8094680103116945,0.7571289949584259,294,1036.3305785123966
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,all_non_NOT,all_bp,mapping_covered_genes_only,8984,4267,121,0,0,0,0.8094680103116945,0.7566099239406012,294,1038.5454545454545
GOA human GAF v159 direct BP annotations,gp2protein_then_primary_symbol_fallback,all_non_NOT,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3379,4267,121,0,0,0,0.8094680103116945,0.756509208668486,319,1038.9752066115702
GOA human GAF v159 direct BP annotations,gp2protein_then_all_names_fallback,all_non_NOT,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3386,4267,121,0,0,0,0.8094680103116945,0.7564879035147694,321,1039.0661157024792
